raw,id,address,price,beds,baths,sq_ft,pool,subj_remodel_score,throw_out,sold_price,sold_date,lot_size,list_price,list_price2,list_price3,list_price4,list_price5,list_price6,list_price7,list_price8,list_price9,list_price10,list_price11,list_price12,list_date1,list_date2,list_date3,list_date4,list_date5,list_date6,list_date7,list_date8,list_date9,list_date10,list_date11,list_date12,list_date13,list_date14,for_sale_price
"4 bd3 ba2,405 sqft 2804 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $723,300 pool1 remodel6 lot9147",48,"2804 Bryant Ave, Las Vegas, NV 89102",723300,4,3,2405,1,6,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,344 sqft 2800 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $584,600 pool1 remodel2 lot10890",49,"2800 Bryant Ave, Las Vegas, NV 89102",584600,3,2,2344,1,2,0,-1,-1,10890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd3 ba2,550 sqft 1325 Cahlan Dr, Las Vegas, NV 89102 Off market Zestimate®: $802,300 pool1 remodel8 lot10890",50,"1325 Cahlan Dr, Las Vegas, NV 89102",802300,4,3,2550,1,8,0,-1,-1,10890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd4 ba2,540 sqft 2728 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $707,200 pool1 remodel8 lot9583",51,"2728 Bryant Ave, Las Vegas, NV 89102",707200,3,4,2540,1,8,0,-1,-1,9583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd3 ba1,974 sqft 2718 Bryant Ave #120, Las Vegas, NV 89102 Off market Zestimate®: $690,800 pool1 remodel6 lot9583",52,"2718 Bryant Ave #120, Las Vegas, NV 89102",690800,4,3,1974,1,6,0,-1,-1,9583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2.5 ba2,232 sqft 2712 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $588,200 pool1 remodel3 lot9583",53,"2712 Bryant Ave, Las Vegas, NV 89102",588200,4,2.5,2232,1,3,0,-1,-1,9583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd3 ba2,847 sqft 2700 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $743,500 pool1 remodel2 lot10180",54,"2700 Bryant Ave, Las Vegas, NV 89102",743500,3,3,2847,1,2,0,-1,-1,10180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5 bd3 ba2,250 sqft 2612 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $616,000 pool1 remodel2 lot9960",55,"2612 Bryant Ave, Las Vegas, NV 89102",616000,5,3,2250,1,2,0,-1,-1,9960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd3 ba2,342 sqft 2606 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $676,400 pool0 remodel5 lot9147",56,"2606 Bryant Ave, Las Vegas, NV 89102",676400,3,3,2342,0,5,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"6 bd5 ba3,427 sqft 2600 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $821,900 pool1 remodel5 lot10890",57,"2600 Bryant Ave, Las Vegas, NV 89102",821900,6,5,3427,1,5,0,-1,-1,10890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba1,949 sqft 3017 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $495,000 pool0 remodel4 lot10018",58,"3017 Bryant Ave, Las Vegas, NV 89102",495000,4,2,1949,0,4,0,-1,-1,10018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba1,964 sqft 3013 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $547,500 pool1 remodel6 lot9583",59,"3013 Bryant Ave, Las Vegas, NV 89102",547500,4,2,1964,1,6,0,-1,-1,9583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba1,964 sqft 3001 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $526,500 pool1 remodel4 lot9147",60,"3001 Bryant Ave, Las Vegas, NV 89102",526500,4,2,1964,1,4,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba1,890 sqft 2917 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $556,200 pool1 remodel3 lot9147",61,"2917 Bryant Ave, Las Vegas, NV 89102",556200,4,2,1890,1,3,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,576 sqft 2913 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $584,400 pool1 remodel6 lot9147",62,"2913 Bryant Ave, Las Vegas, NV 89102",584400,3,2,2576,1,6,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,390 sqft 2909 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $661,300 pool0 remodel6 lot9147",63,"2909 Bryant Ave, Las Vegas, NV 89102",661300,3,2,2390,0,6,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba1,948 sqft 2905 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $644,700 pool1 remodel5 lot9147",64,"2905 Bryant Ave, Las Vegas, NV 89102",644700,4,2,1948,1,5,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5 bd2 ba2,194 sqft 2901 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $510,400 pool0 remodel6 lot9147",65,"2901 Bryant Ave, Las Vegas, NV 89102",510400,5,2,2194,0,6,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd2 ba2,239 sqft 2817 Bryant Ave, Las Vegas, NV 89102 Zestimate®: $631,500 pool1 remodel5 lot9147",66,"2817 Bryant Ave, Las Vegas, NV 89102",631500,4,2,2239,1,5,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650000
"4 bd3 ba2,352 sqft 2813 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $683,700 pool1 remodel5 lot9147",67,"2813 Bryant Ave, Las Vegas, NV 89102",683700,4,3,2352,1,5,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,728 sqft 2809 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $722,700 pool1 remodel6 lot9147",68,"2809 Bryant Ave, Las Vegas, NV 89102",722700,3,2,2728,1,6,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba1,838 sqft 2805 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $578,100 pool1 remodel2 lot9147",69,"2805 Bryant Ave, Las Vegas, NV 89102",578100,3,2,1838,1,2,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,920 sqft 2801 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $745,400 pool1 remodel6 lot10018",70,"2801 Bryant Ave, Las Vegas, NV 89102",745400,3,2,2920,1,6,0,-1,-1,10018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd4 ba2,525 sqft 2731 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $750,800 pool0 remodel8 lot11325",71,"2731 Bryant Ave, Las Vegas, NV 89102",750800,3,4,2525,0,8,0,-1,-1,11325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd3 ba2,311 sqft 2727 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $595,800 pool1 remodel2 lot9147",72,"2727 Bryant Ave, Las Vegas, NV 89102",595800,3,3,2311,1,2,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba1,355 sqft 2713 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $534,500 pool1 remodel2 lot9147",73,"2713 Bryant Ave, Las Vegas, NV 89102",534500,3,2,1355,1,2,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd3 ba2,800 sqft 2707 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $699,400 pool1 remodel3 lot10018",74,"2707 Bryant Ave, Las Vegas, NV 89102",699400,3,3,2800,1,3,0,-1,-1,10018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"2 bd2 ba1,992 sqft 2703 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $524,100 pool1 remodel2 lot9583",75,"2703 Bryant Ave, Las Vegas, NV 89102",524100,2,2,1992,1,2,0,-1,-1,9583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba1,934 sqft 2701 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $648,000 pool1 remodel3 lot9147",76,"2701 Bryant Ave, Las Vegas, NV 89102",648000,3,2,1934,1,3,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd3 ba2,731 sqft 2627 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $703,800 pool1 remodel3 lot9147",77,"2627 Bryant Ave, Las Vegas, NV 89102",703800,4,3,2731,1,3,0,-1,-1,9147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,232 sqft 2607 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $710,400 pool1 remodel7 lot10018",78,"2607 Bryant Ave, Las Vegas, NV 89102",710400,3,2,2232,1,7,0,-1,-1,10018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd2 ba2,080 sqft 2601 Bryant Ave, Las Vegas, NV 89102 Off market Zestimate®: $518,500 pool0 remodel5 lot10454",79,"2601 Bryant Ave, Las Vegas, NV 89102",518500,3,2,2080,0,5,0,-1,-1,10454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"4 bd3 ba2,349 sqft 2718 Colanthe Ave, Las Vegas, NV 89102 Closed : $605,000Sold on 05/17/24Zestimate®: $639,900 5/17/2024 Sold $605,000 4/23/2024 Contingent $650,000 4/4/2024 Listed for sale $650,000 $277/sqf pool1 remodel6 lot9147",80,"2718 Colanthe Ave, Las Vegas, NV 89102",639900,4,3,2349,1,6,0,605000,05/17/24,9147,650000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04/04/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5 bd3 ba2,287 sqft 1204 Westlund Dr, Las Vegas, NV 89102 Sold : $485,000Sold on 05/16/23Zestimate®: $532,700 5/16/2023 Sold $485,000 pool1 remodel8 lot10454",81,"1204 Westlund Dr, Las Vegas, NV 89102",532700,5,3,2287,1,8,0,485000,05/16/23,10454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"3 bd3 ba2,380 sqft 1201 Westlund Dr, Las Vegas, NV 89102 Closed : $599,000Sold on 03/15/24Zestimate®: $622,300 3/15/2024 Sold $599,000 2/26/2024 Pending sale $599,900 2/26/2024 Contingent $599,900 2/21/2024 Price change2 $599,900 2/8/2024 Price change1 $610,000 1/5/2024 Listed for sale $619,900 pool1 remodel9 lot10454",82,"1201 Westlund Dr, Las Vegas, NV 89102",622300,3,3,2380,1,9,0,599000,03/15/24,10454,619900,610000,599900,-1,-1,-1,-1,-1,-1,-1,-1,-1,01/05/2024,02/08/2024,02/21/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
